source_id,url,domain,source_type,description,why_relevant,occurrence_count_in_auto_registry,first_artifact_path,first_line_number,public_note
KEY_SRC_0021,"https://apibcrd.bancentral.gov.do/,/home/yenksid/Downloads/dr_economic_research_sources/raw/slice9a_bcrd_encft_dynamic_table_discovery/sources/ae62ba5792_index.html,ae62ba5792_index.html,DYNAMIC_SITE_RESOURCE_CONTEXT,0,no,-20,REJECT_GENERIC_SITE_NOISE,reject,Generic",apibcrd.bancentral.gov.do,official_dominican_source,"Banco Central de la República Dominicana / labor, macro, prices or statistical data",Primary or official Dominican source candidate.,2,slice9b_strict_bcrd_encft_dynamic_target_review/outputs/slice9b_strict_rejected_dynamic_targets.csv,967,Key public bibliography entry selected from the larger local audit registry.
KEY_SRC_0022,"https://apibcrd.bancentral.gov.do/,https://apibcrd.bancentral.gov.do/,https://www.bancentral.gov.do/Publicaciones/Consulta,40,CONTEXT_ONLY_GENERIC_DATA_API_NO_ENCFT_INCOME,context_only",apibcrd.bancentral.gov.do,official_dominican_source,"Banco Central de la República Dominicana / labor, macro, prices or statistical data",Primary or official Dominican source candidate.,2,slice9d_strict_bcrd_contract_false_positive_audit/outputs/slice9d_strict_selected_contract_targets.csv,8,Key public bibliography entry selected from the larger local audit registry.
KEY_SRC_0023,"https://apibcrd.bancentral.gov.do/,no,yes,,,https://apibcrd.bancentral.gov.do/favicon.ico",apibcrd.bancentral.gov.do,official_dominican_source,"Banco Central de la República Dominicana / labor, macro, prices or statistical data",Primary or official Dominican source candidate.,2,slice9b_strict_bcrd_encft_dynamic_target_review/outputs/slice9b_strict_endpoint_review.csv,892,Key public bibliography entry selected from the larger local audit registry.
KEY_SRC_0024,"https://apibcrd.bancentral.gov.do/,no,yes,,,https://apibcrd.bancentral.gov.do/main.6a100f7304c4c093f83e.js",apibcrd.bancentral.gov.do,official_dominican_source,"Banco Central de la República Dominicana / labor, macro, prices or statistical data",Primary or official Dominican source candidate.,2,slice9b_strict_bcrd_encft_dynamic_target_review/outputs/slice9b_strict_endpoint_review.csv,893,Key public bibliography entry selected from the larger local audit registry.
KEY_SRC_0025,"https://apibcrd.bancentral.gov.do/,no,yes,,,https://apibcrd.bancentral.gov.do/polyfills.426eab4b203059469c89.js",apibcrd.bancentral.gov.do,official_dominican_source,"Banco Central de la República Dominicana / labor, macro, prices or statistical data",Primary or official Dominican source candidate.,2,slice9b_strict_bcrd_encft_dynamic_target_review/outputs/slice9b_strict_endpoint_review.csv,894,Key public bibliography entry selected from the larger local audit registry.
KEY_SRC_0026,"https://apibcrd.bancentral.gov.do/,no,yes,,,https://apibcrd.bancentral.gov.do/runtime.bad18c6ee91dc4233e61v2.js",apibcrd.bancentral.gov.do,official_dominican_source,"Banco Central de la República Dominicana / labor, macro, prices or statistical data",Primary or official Dominican source candidate.,2,slice9b_strict_bcrd_encft_dynamic_target_review/outputs/slice9b_strict_endpoint_review.csv,895,Key public bibliography entry selected from the larger local audit registry.
KEY_SRC_0027,"http://app.bancentral.gov.do/cgibin/RpWebEngine.exe/PortalAction?&MODE=MAIN&BASE=ENFTNEW&MAIN=WebServerMain.inl,http://app.bancentral.gov.do/cgibin/RpWebEngine.exe/PortalAction?&MODE=MAIN&BASE=ENFTNEW&MAIN=WebServerMain.inl,,20,official_domain_or_path",app.bancentral.gov.do,official_dominican_source,"Banco Central de la República Dominicana / labor, macro, prices or statistical data",Primary or official Dominican source candidate.,1,slice5a_household_consumption_trade_down/outputs/slice5a_discovered_links_v1.csv,143,Key public bibliography entry selected from the larger local audit registry.
KEY_SRC_0028,"http://app.bancentral.gov.do/cgibin/RpWebEngine.exe/PortalAction?&MODE=MAIN&BASE=ENFTNMM&MAIN=WebServerMain.inl,http://app.bancentral.gov.do/cgibin/RpWebEngine.exe/PortalAction?&MODE=MAIN&BASE=ENFTNMM&MAIN=WebServerMain.inl,,20,official_domain_or_path",app.bancentral.gov.do,official_dominican_source,"Banco Central de la República Dominicana / labor, macro, prices or statistical data",Primary or official Dominican source candidate.,1,slice5a_household_consumption_trade_down/outputs/slice5a_discovered_links_v1.csv,142,Key public bibliography entry selected from the larger local audit registry.
KEY_SRC_0029,http://app.bancentral.gov.do/cgibin/RpWebEngine.exe/PortalAction?&amp;MODE=MAIN&amp;BASE=ENFTNEW&amp;MAIN=WebServerMain.inl,app.bancentral.gov.do,official_dominican_source,"Banco Central de la República Dominicana / labor, macro, prices or statistical data",Primary or official Dominican source candidate.,5,slice12a_targeted_external_missing_data_acquisition/sources/S12A_010_eb2d76d1_datos-y-estadisticas.html,1316,Key public bibliography entry selected from the larger local audit registry.
KEY_SRC_0030,http://app.bancentral.gov.do/cgibin/RpWebEngine.exe/PortalAction?&amp;MODE=MAIN&amp;BASE=ENFTNMM&amp;MAIN=WebServerMain.inl,app.bancentral.gov.do,official_dominican_source,"Banco Central de la República Dominicana / labor, macro, prices or statistical data",Primary or official Dominican source candidate.,5,slice12a_targeted_external_missing_data_acquisition/sources/S12A_010_eb2d76d1_datos-y-estadisticas.html,1269,Key public bibliography entry selected from the larger local audit registry.
KEY_SRC_0031,"https://bancentral.gov.do/2014.html,,/2014.html,,,,-30,REJECT_ENDPOINT_FALSE_POSITIVE_NOT_ENCFT_INCOME,reject,Endpoint",bancentral.gov.do,official_dominican_source,"Banco Central de la República Dominicana / labor, macro, prices or statistical data",Primary or official Dominican source candidate.,3,slice10a_direct_trade_down_source_discovery/outputs/slice10a_trade_down_rejected_sources.csv,2218,Key public bibliography entry selected from the larger local audit registry.
KEY_SRC_0032,"https://bancentral.gov.do/a/d/2541-encuesta-continua-encft,,/a/d/2541-encuesta-continua-encft,,,,10,REJECT_ENDPOINT_FALSE_POSITIVE_NOT_ENCFT_INCOME,reject,Endpoint",bancentral.gov.do,official_dominican_source,"Banco Central de la República Dominicana / labor, macro, prices or statistical data",Primary or official Dominican source candidate.,3,slice10a_direct_trade_down_source_discovery/outputs/slice10a_trade_down_rejected_sources.csv,2218,Key public bibliography entry selected from the larger local audit registry.
KEY_SRC_0033,"https://bancentral.gov.do/a/d/2555-organigrama,no,no,,,https://bancentral.gov.do/a/d/",bancentral.gov.do,official_dominican_source,"Banco Central de la República Dominicana / labor, macro, prices or statistical data",Primary or official Dominican source candidate.,1,slice10a_direct_trade_down_source_discovery/outputs/slice10a_trade_down_rejected_sources.csv,2218,Key public bibliography entry selected from the larger local audit registry.
KEY_SRC_0034,"https://bancentral.gov.do/sefbcrd,no,no,,,https://bancentral.gov.do/2014.html",bancentral.gov.do,official_dominican_source,"Banco Central de la República Dominicana / labor, macro, prices or statistical data",Primary or official Dominican source candidate.,3,slice10a_direct_trade_down_source_discovery/outputs/slice10a_trade_down_rejected_sources.csv,2218,Key public bibliography entry selected from the larger local audit registry.
KEY_SRC_0035,"https://bancentral.gov.do/sefbcrd,https://cdn.bancentral.gov.do/documents/sefbcrd/documents/Prog",bancentral.gov.do,official_dominican_source,"Banco Central de la República Dominicana / labor, macro, prices or statistical data",Primary or official Dominican source candidate.,1,slice10a_direct_trade_down_source_discovery/outputs/slice10a_trade_down_rejected_sources.csv,2189,Key public bibliography entry selected from the larger local audit registry.
KEY_SRC_0036,"https://bancentral.gov.do/,/home/yenksid/Downloads/dr_economic_research_sources/raw/slice9a_bcrd_encft_dynamic_table_discovery/sources/8a3950f8ea_index.html,8a3950f8ea_index.html,POSSIBLE_2026_INCOME_TABLE_WINDOW,ingresos,2025|2026,yes,no,no,no",bancentral.gov.do,official_dominican_source,"Banco Central de la República Dominicana / labor, macro, prices or statistical data",Primary or official Dominican source candidate.,1,slice9a_bcrd_encft_dynamic_table_discovery/outputs/slice9a_target_text_windows.csv,194,Key public bibliography entry selected from the larger local audit registry.
KEY_SRC_0037,"https://bancentral.gov.do/,/home/yenksid/Downloads/dr_economic_research_sources/raw/slice9a_bcrd_encft_dynamic_table_discovery/sources/8a3950f8ea_index.html,8a3950f8ea_index.html,POSSIBLE_2026_INCOME_TABLE_WINDOW,,no,-50,REJECT_WINDOW_FALSE_POSITIVE_NOT_ENCFT_INCOME,reject,Window",bancentral.gov.do,official_dominican_source,"Banco Central de la República Dominicana / labor, macro, prices or statistical data",Primary or official Dominican source candidate.,2,slice9b_strict_bcrd_encft_dynamic_target_review/outputs/slice9b_strict_window_review.csv,194,Key public bibliography entry selected from the larger local audit registry.
KEY_SRC_0038,"https://bancentral.gov.do/a/d/2699-noticias,/home/yenksid/Downloads/dr_economic_research_sources/raw/slice9a_bcrd_encft_dynamic_table_discovery/sources/0937c46055_2699-noticias.html,0937c46055_2699-noticias.html,POSSIBLE_2026_INCOME_TABLE_WINDOW,,no,-50,REJECT_WINDOW_FALSE_POSITIVE_NOT_ENCFT_INCOME,reject,Window",bancentral.gov.do,official_dominican_source,"Banco Central de la República Dominicana / labor, macro, prices or statistical data",Primary or official Dominican source candidate.,2,slice9b_strict_bcrd_encft_dynamic_target_review/outputs/slice9b_strict_window_review.csv,67,Key public bibliography entry selected from the larger local audit registry.
KEY_SRC_0039,"https://bancentral.gov.do/a/d/2699-noticias,/home/yenksid/Downloads/dr_economic_research_sources/raw/slice9a_bcrd_encft_dynamic_table_discovery/sources/0937c46055_2699-noticias.html,0937c46055_2699-noticias.html,POSSIBLE_2026_INCOME_TABLE_WINDOW,ingresos,2025|2026,yes,no,no,no",bancentral.gov.do,official_dominican_source,"Banco Central de la República Dominicana / labor, macro, prices or statistical data",Primary or official Dominican source candidate.,1,slice9a_bcrd_encft_dynamic_table_discovery/outputs/slice9a_target_text_windows.csv,67,Key public bibliography entry selected from the larger local audit registry.
KEY_SRC_0040,"https://bancentral.gov.do/a/d/2704-contacto,/home/yenksid/Downloads/dr_economic_research_sources/raw/slice9a_bcrd_encft_dynamic_table_discovery/sources/3c8a3cec76_2704-contacto.html,3c8a3cec76_2704-contacto.html,POSSIBLE_2026_INCOME_TABLE_WINDOW,,no,-50,REJECT_WINDOW_FALSE_POSITIVE_NOT_ENCFT_INCOME,reject,Window",bancentral.gov.do,official_dominican_source,"Banco Central de la República Dominicana / labor, macro, prices or statistical data",Primary or official Dominican source candidate.,2,slice9b_strict_bcrd_encft_dynamic_target_review/outputs/slice9b_strict_window_review.csv,74,Key public bibliography entry selected from the larger local audit registry.
KEY_SRC_0041,"https://bancentral.gov.do/a/d/2704-contacto,/home/yenksid/Downloads/dr_economic_research_sources/raw/slice9a_bcrd_encft_dynamic_table_discovery/sources/3c8a3cec76_2704-contacto.html,3c8a3cec76_2704-contacto.html,POSSIBLE_2026_INCOME_TABLE_WINDOW,ingresos,2025|2026,yes,no,no,no",bancentral.gov.do,official_dominican_source,"Banco Central de la República Dominicana / labor, macro, prices or statistical data",Primary or official Dominican source candidate.,1,slice9a_bcrd_encft_dynamic_table_discovery/outputs/slice9a_target_text_windows.csv,74,Key public bibliography entry selected from the larger local audit registry.
KEY_SRC_0042,"https://bancentral.gov.do/a/d/4001-programa-de-credito-san-juan,/home/yenksid/Downloads/dr_economic_research_sources/raw/slice9a_bcrd_encft_dynamic_table_discovery/sources/ef5ca0412b_4001-programa-de-credito-san-juan.html,ef5ca0412b_4001-programa-de-credito-san-juan.html,INCOME_OR_INFORMAL_CONTEXT_RESOURCE,0,no,-29,REJECT_FALSE_POSITIVE_NOT_ENCFT_INCOME_TABLE,reject",bancentral.gov.do,official_dominican_source,"Banco Central de la República Dominicana / labor, macro, prices or statistical data",Primary or official Dominican source candidate.,2,slice9b_strict_bcrd_encft_dynamic_target_review/outputs/slice9b_strict_rejected_dynamic_targets.csv,1005,Key public bibliography entry selected from the larger local audit registry.
KEY_SRC_0043,"https://bancentral.gov.do/a/d/5004-estadisticas-sipard,/home/yenksid/Downloads/dr_economic_research_sources/raw/slice9a_bcrd_encft_dynamic_table_discovery/sources/d9725ba0b4_5004-estadisticas-sipard.html,d9725ba0b4_5004-estadisticas-sipard.html,INCOME_OR_INFORMAL_CONTEXT_RESOURCE,0,no,-23,REJECT_FALSE_POSITIVE_NOT_ENCFT_INCOME_TABLE,reject",bancentral.gov.do,official_dominican_source,"Banco Central de la República Dominicana / labor, macro, prices or statistical data",Primary or official Dominican source candidate.,2,slice9b_strict_bcrd_encft_dynamic_target_review/outputs/slice9b_strict_rejected_dynamic_targets.csv,969,Key public bibliography entry selected from the larger local audit registry.
KEY_SRC_0044,"https://bancentral.gov.do/,/home/yenksid/Downloads/dr_economic_research_sources/raw/slice9a_bcrd_encft_dynamic_table_discovery/sources/8a3950f8ea_index.html,8a3950f8ea_index.html,CURRENT_INCOME_TABLE_OR_RESOURCE_REVIEW,2026,no,-13,REJECT_FALSE_POSITIVE_NOT_ENCFT_INCOME_TABLE,reject",bancentral.gov.do,official_dominican_source,"Banco Central de la República Dominicana / labor, macro, prices or statistical data",Primary or official Dominican source candidate.,2,slice9b_strict_bcrd_encft_dynamic_target_review/outputs/slice9b_strict_rejected_dynamic_targets.csv,711,Key public bibliography entry selected from the larger local audit registry.
KEY_SRC_0045,"https://bancentral.gov.do//a/d/2568,/home/yenksid/Downloads/dr_economic_research_sources/raw/slice9a_bcrd_encft_dynamic_table_discovery/sources/8eb36d9575_2568.html,8eb36d9575_2568.html,INCOME_OR_INFORMAL_CONTEXT_RESOURCE,0,no,-29,REJECT_FALSE_POSITIVE_NOT_ENCFT_INCOME_TABLE,reject",bancentral.gov.do,official_dominican_source,"Banco Central de la República Dominicana / labor, macro, prices or statistical data",Primary or official Dominican source candidate.,2,slice9b_strict_bcrd_encft_dynamic_target_review/outputs/slice9b_strict_rejected_dynamic_targets.csv,989,Key public bibliography entry selected from the larger local audit registry.
KEY_SRC_0046,"https://bancentral.gov.do/2014.html,/home/yenksid/Downloads/dr_economic_research_sources/raw/slice9a_bcrd_encft_dynamic_table_discovery/sources/44dc0ccc3b_2014.html,44dc0ccc3b_2014.html,INCOME_OR_INFORMAL_CONTEXT_RESOURCE,2014,no,-29,REJECT_FALSE_POSITIVE_NOT_ENCFT_INCOME_TABLE,reject",bancentral.gov.do,official_dominican_source,"Banco Central de la República Dominicana / labor, macro, prices or statistical data",Primary or official Dominican source candidate.,2,slice9b_strict_bcrd_encft_dynamic_target_review/outputs/slice9b_strict_rejected_dynamic_targets.csv,978,Key public bibliography entry selected from the larger local audit registry.
KEY_SRC_0047,"https://bancentral.gov.do/2015.html,/home/yenksid/Downloads/dr_economic_research_sources/raw/slice9a_bcrd_encft_dynamic_table_discovery/sources/8b82e6b3f8_2015.html,8b82e6b3f8_2015.html,INCOME_OR_INFORMAL_CONTEXT_RESOURCE,2015,no,-29,REJECT_FALSE_POSITIVE_NOT_ENCFT_INCOME_TABLE,reject",bancentral.gov.do,official_dominican_source,"Banco Central de la República Dominicana / labor, macro, prices or statistical data",Primary or official Dominican source candidate.,2,slice9b_strict_bcrd_encft_dynamic_target_review/outputs/slice9b_strict_rejected_dynamic_targets.csv,988,Key public bibliography entry selected from the larger local audit registry.
KEY_SRC_0048,"https://bancentral.gov.do/2016.html,/home/yenksid/Downloads/dr_economic_research_sources/raw/slice9a_bcrd_encft_dynamic_table_discovery/sources/8a1c40cfb1_2016.html,8a1c40cfb1_2016.html,INCOME_OR_INFORMAL_CONTEXT_RESOURCE,2016,no,-29,REJECT_FALSE_POSITIVE_NOT_ENCFT_INCOME_TABLE,reject",bancentral.gov.do,official_dominican_source,"Banco Central de la República Dominicana / labor, macro, prices or statistical data",Primary or official Dominican source candidate.,2,slice9b_strict_bcrd_encft_dynamic_target_review/outputs/slice9b_strict_rejected_dynamic_targets.csv,987,Key public bibliography entry selected from the larger local audit registry.
KEY_SRC_0049,"https://cdn.bancentral.gov.do/documents/publicaciones-economicas/resultados-preliminares-de-la-economia-dominicana/documents/infeco_preliminar2026-03.pdf,/home/yenksid/Downloads/dr_economic_research_sources/raw/slice4a_ordinary_commerce_pressure/outputs/bcrd_sector_downloads_v1g/bcrd_13_score_66__infeco_preliminar2026-03.pdf,OK,,/home/yenksid/Downloads/dr_economic_research_sources/raw/slice4a_ordinary_commerce_pressure/outputs/bcrd_target_text_extracts_v1h/bcrd_13_score_66__infeco_preliminar2026-03.pdf.txt,17,6",cdn.bancentral.gov.do,official_dominican_source,"Banco Central de la República Dominicana / labor, macro, prices or statistical data",Primary or official Dominican source candidate.,2,slice10a_direct_trade_down_source_discovery/outputs/slice10a_trade_down_rejected_sources.csv,59,Key public bibliography entry selected from the larger local audit registry.
KEY_SRC_0050,"https://cdn.bancentral.gov.do/documents/publicaciones-economicas/indice-de-precios-al-consumidor-informe-mensual/documents/Informe-IPC-2026-04.pdf,OK_PDFTOTEXT,,,,0,0,,ingreso,alimentos|bebidas|alimentos",cdn.bancentral.gov.do,official_dominican_source,"Banco Central de la República Dominicana / labor, macro, prices or statistical data",Primary or official Dominican source candidate.,1,slice6a_income_wage_food_offset/outputs/slice6a_schema_audit_v1c.csv,12,Key public bibliography entry selected from the larger local audit registry.
KEY_SRC_0051,"https://cdn.bancentral.gov.do/documents/publicaciones-economicas/boletin-trimestral-del-mercado-laboral/documents/Boletin_Trimestral_Mercado_Laboral_abr-jun_2025.pdf?v=1759190400102,/home/yenksid/Downloads/dr_economic_research_sources/raw/slice12a_targeted_external_missing_data_acquisition/sources/S12A_006_419860f1_Boletin_Trimestral_Mercado_Laboral_abr-jun_2025.pdf,2025,2004|2013|2014|2016|2017|2020|2021|2022|2023|2024|2025,income_bridge_context,CONTEXT_OFFICIAL_2025_INFORMAL_INCOME_PATTERN_NOT_2026,context,23,2,191,0,pdf_pdftotext,unidades|unidades|pan|hogares|ingreso",cdn.bancentral.gov.do,official_dominican_source,"Banco Central de la República Dominicana / labor, macro, prices or statistical data",Primary or official Dominican source candidate.,2,slice12a_targeted_external_missing_data_acquisition/outputs/slice12a_income_bridge_leads.csv,3,Key public bibliography entry selected from the larger local audit registry.
KEY_SRC_0052,"https://cdn.bancentral.gov.do/documents/publicaciones-economicas/boletin-trimestral-del-mercado-laboral/documents/Boletin_Trimestral_Mercado_Laboral_ene-mar_2025.pdf,/home/yenksid/Downloads/dr_economic_research_sources/raw/slice12a_targeted_external_missing_data_acquisition/sources/S12A_005_2158d124_Boletin_Trimestral_Mercado_Laboral_ene-mar_2025.pdf,2025,2004|2013|2014|2016|2017|2020|2022|2023|2024|2025,income_bridge_context,CONTEXT_OFFICIAL_2025_INFORMAL_INCOME_PATTERN_NOT_2026,context,24,3,203,0,pdf_pdftotext,unidades|unidades|pan|hogares|ingreso",cdn.bancentral.gov.do,official_dominican_source,"Banco Central de la República Dominicana / labor, macro, prices or statistical data",Primary or official Dominican source candidate.,2,slice12a_targeted_external_missing_data_acquisition/outputs/slice12a_income_bridge_leads.csv,2,Key public bibliography entry selected from the larger local audit registry.
