artifact_id,relative_path,filename,extension,size_bytes,sha256,category,registry_note
LOCAL_0025,gemini_slice1a_audit_bundle/Operaciones Gravadas ITBIS__2025.csv,Operaciones Gravadas ITBIS__2025.csv,.csv,16400,af325669a3aafe9a485d659df630b124bade318d52b66b7c87528a7e0673ccc3,generated_or_processed_artifact,Local artifact catalog entry; source URL may appear separately in source_url_registry_v1.csv.
LOCAL_0026,gemini_slice1a_audit_bundle/Operaciones Gravadas ITBIS__2026.schema.json,Operaciones Gravadas ITBIS__2026.schema.json,.json,48805,c99f21f98e6c770e448d423b75393597885ffad729dcdc91d02d9180afb654a8,generated_or_processed_artifact,Local artifact catalog entry; source URL may appear separately in source_url_registry_v1.csv.
LOCAL_0027,gemini_slice1a_audit_bundle/one_ipc_general_mensual_2010_2026__IPC General.csv,one_ipc_general_mensual_2010_2026__IPC General.csv,.csv,8011,5d045084153cf753de4912c9e07c4f2b8dcf9e131b5cf9ba4c0495fdf65c89d3,generated_or_processed_artifact,Local artifact catalog entry; source URL may appear separately in source_url_registry_v1.csv.
LOCAL_0028,gemini_slice1a_audit_bundle/Operaciones Totales ITBIS__2026.schema.json,Operaciones Totales ITBIS__2026.schema.json,.json,53938,b86d961caf202e0ce0a55b65bd7aec6136a384e2750642dd2d2e7e3e07d6d007,generated_or_processed_artifact,Local artifact catalog entry; source URL may appear separately in source_url_registry_v1.csv.
LOCAL_0029,gemini_slice1a_audit_bundle/Operaciones Totales ITBIS__2025.csv,Operaciones Totales ITBIS__2025.csv,.csv,17119,6a5e17627520ccf7ad8689db583fd3d7338e5259070252999368741343588c5d,generated_or_processed_artifact,Local artifact catalog entry; source URL may appear separately in source_url_registry_v1.csv.
LOCAL_0030,gemini_slice1a_audit_bundle/one_ipc_general_mensual_2010_2026.manifest.json,one_ipc_general_mensual_2010_2026.manifest.json,.json,377,6d8ea5eb3cab8422268d51c9399033756a87f7f149b6a3b828792a38d71e0533,generated_or_processed_artifact,Local artifact catalog entry; source URL may appear separately in source_url_registry_v1.csv.
LOCAL_0031,gemini_slice1a_audit_bundle/one_ipc_general_mensual_2010_2026__IPC General.schema.json,one_ipc_general_mensual_2010_2026__IPC General.schema.json,.json,85589,c4e3e456071aef38fc03bba75b639a1d8d0c4c4e08386a120241bd8586ca5ce3,generated_or_processed_artifact,Local artifact catalog entry; source URL may appear separately in source_url_registry_v1.csv.
LOCAL_0032,slice2b_receipts_results/slice2b_receipts_best_annual_income_candidates.csv,slice2b_receipts_best_annual_income_candidates.csv,.csv,1,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,generated_or_processed_artifact,Local artifact catalog entry; source URL may appear separately in source_url_registry_v1.csv.
LOCAL_0033,slice2b_receipts_results/slice2b_receipts_arrivals_summary.csv,slice2b_receipts_arrivals_summary.csv,.csv,279,e2bd8cea831452cd1e860b35f60fa7dba08cff952c355248c080b6494274819d,generated_or_processed_artifact,Local artifact catalog entry; source URL may appear separately in source_url_registry_v1.csv.
LOCAL_0034,slice2b_receipts_results/slice2b_receipts_best_daily_spend_candidates.csv,slice2b_receipts_best_daily_spend_candidates.csv,.csv,1,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,generated_or_processed_artifact,Local artifact catalog entry; source URL may appear separately in source_url_registry_v1.csv.
LOCAL_0035,slice2b_receipts_results/slice2b_receipts_indicators_candidates_wide.csv,slice2b_receipts_indicators_candidates_wide.csv,.csv,1,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,generated_or_processed_artifact,Local artifact catalog entry; source URL may appear separately in source_url_registry_v1.csv.
LOCAL_0036,slice2b_receipts_results/slice2b_receipts_indicators_keyword_candidates_long.csv,slice2b_receipts_indicators_keyword_candidates_long.csv,.csv,1,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,generated_or_processed_artifact,Local artifact catalog entry; source URL may appear separately in source_url_registry_v1.csv.
LOCAL_0037,slice2b_receipts_results/slice2b_receipts_estimated_spending_candidate.csv,slice2b_receipts_estimated_spending_candidate.csv,.csv,1,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,generated_or_processed_artifact,Local artifact catalog entry; source URL may appear separately in source_url_registry_v1.csv.
LOCAL_0038,slice2b_receipts_results/slice2b_receipts_spending_keyword_candidates_long.csv,slice2b_receipts_spending_keyword_candidates_long.csv,.csv,1,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,generated_or_processed_artifact,Local artifact catalog entry; source URL may appear separately in source_url_registry_v1.csv.
LOCAL_0039,slice2b_receipts_results/slice2b_receipts_spending_candidates_wide.csv,slice2b_receipts_spending_candidates_wide.csv,.csv,1,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,generated_or_processed_artifact,Local artifact catalog entry; source URL may appear separately in source_url_registry_v1.csv.
LOCAL_0040,slice2b_receipts_results/slice2b_receipts_best_stay_candidates.csv,slice2b_receipts_best_stay_candidates.csv,.csv,1,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,generated_or_processed_artifact,Local artifact catalog entry; source URL may appear separately in source_url_registry_v1.csv.
LOCAL_0041,slice2b_receipts_results/slice2b_receipts_file_intake.csv,slice2b_receipts_file_intake.csv,.csv,180,c1f1e70902d8b5ccf50c0994125f17540dc13ba1e20f337462179a85db37e0dd,generated_or_processed_artifact,Local artifact catalog entry; source URL may appear separately in source_url_registry_v1.csv.
LOCAL_0042,slice2b_receipts_results/slice2b_receipts_arrivals_monthly_long.csv,slice2b_receipts_arrivals_monthly_long.csv,.csv,51311,4a7844595bd38de93001184fd963f0721ebb1afbaa93c3f09c0854a29b66a68a,generated_or_processed_artifact,Local artifact catalog entry; source URL may appear separately in source_url_registry_v1.csv.
LOCAL_0043,csv_output/Operaciones Totales ITBIS.manifest.json,Operaciones Totales ITBIS.manifest.json,.json,2819,c8e92ba39d705d9d31fcf241aa4ff23378a38af1764f4b8dab0162f37b93c147,generated_or_processed_artifact,Local artifact catalog entry; source URL may appear separately in source_url_registry_v1.csv.
LOCAL_0044,csv_output/one_ipc_por_quintiles_2020_2026__IPC por quintiles.csv,one_ipc_por_quintiles_2020_2026__IPC por quintiles.csv,.csv,10356,837145d45668279205b02126476b0e55ea7ea75845e78f496ca257205fb09464,generated_or_processed_artifact,Local artifact catalog entry; source URL may appear separately in source_url_registry_v1.csv.
LOCAL_0045,csv_output/Recaudación ITBIS__2021.csv,Recaudación ITBIS__2021.csv,.csv,23780,9ae48b8b6fde13b1253ad318b464f264ff68a45ae3f07e83c3a2ba4820b91db7,generated_or_processed_artifact,Local artifact catalog entry; source URL may appear separately in source_url_registry_v1.csv.
LOCAL_0046,csv_output/Operaciones Totales ITBIS__2020.schema.json,Operaciones Totales ITBIS__2020.schema.json,.json,120961,6aa2724c3c400a9286ee8735a4a03c8f41f1147304d01308c8fe0aa069c65fa8,generated_or_processed_artifact,Local artifact catalog entry; source URL may appear separately in source_url_registry_v1.csv.
LOCAL_0047,csv_output/Recaudación ITBIS__2017.schema.json,Recaudación ITBIS__2017.schema.json,.json,108812,f9a3ad740633897ba16d59e703eec64803ba33ef6f80644f6b26e2ae2508244f,generated_or_processed_artifact,Local artifact catalog entry; source URL may appear separately in source_url_registry_v1.csv.
LOCAL_0048,csv_output/Operaciones Gravadas ITBIS__2023.schema.json,Operaciones Gravadas ITBIS__2023.schema.json,.json,110581,e00b366b453d990af5d23bc9d64f7017b474bd6fe4ec0607a7ef5e97109507bf,generated_or_processed_artifact,Local artifact catalog entry; source URL may appear separately in source_url_registry_v1.csv.
LOCAL_0049,csv_output/Operaciones Totales ITBIS__2020.csv,Operaciones Totales ITBIS__2020.csv,.csv,15776,ff1e8566ef3c95c21f8170eb335b35e3f9ed9c3b9025455e0d8401a8a76dff3f,generated_or_processed_artifact,Local artifact catalog entry; source URL may appear separately in source_url_registry_v1.csv.
LOCAL_0050,csv_output/Operaciones Gravadas ITBIS__2016.csv,Operaciones Gravadas ITBIS__2016.csv,.csv,15566,55afedfba9f1d960ca0120c30209fede2059f5cd947d23f7bd31f5229c0423f3,generated_or_processed_artifact,Local artifact catalog entry; source URL may appear separately in source_url_registry_v1.csv.
LOCAL_0051,csv_output/Operaciones Totales ITBIS__2023.schema.json,Operaciones Totales ITBIS__2023.schema.json,.json,117018,a745ba9f71bdbd6a6170c1936fcd1a8bbc5353ad0adb69a85b981e64ef04a1d6,generated_or_processed_artifact,Local artifact catalog entry; source URL may appear separately in source_url_registry_v1.csv.
LOCAL_0052,csv_output/Recaudación ITBIS__2022.csv,Recaudación ITBIS__2022.csv,.csv,20541,40b9c5752c3bf5fa287350b8172a3cbf5c2b397c890f39098589e6d4830e269a,generated_or_processed_artifact,Local artifact catalog entry; source URL may appear separately in source_url_registry_v1.csv.
LOCAL_0053,csv_output/one_ipc_transables_no_transables_1999_2026.manifest.json,one_ipc_transables_no_transables_1999_2026.manifest.json,.json,399,02a1c5a914a0eb95f87014ea92b0c29e700aaafc977994d83933640409276211,generated_or_processed_artifact,Local artifact catalog entry; source URL may appear separately in source_url_registry_v1.csv.
LOCAL_0054,csv_output/Operaciones Totales ITBIS__2026.csv,Operaciones Totales ITBIS__2026.csv,.csv,11373,1e38b259221d53d426a03d815a50215bee8d001cd7cf41a196ec5a1c56cca62e,generated_or_processed_artifact,Local artifact catalog entry; source URL may appear separately in source_url_registry_v1.csv.
LOCAL_0055,csv_output/one_ipc_por_articulos_2020_2026__IPC articulos.csv,one_ipc_por_articulos_2020_2026__IPC articulos.csv,.csv,30859686,b2242a4e5c7abd9d06b51af52fbf63c0f3fef71f3e1dbc6ad0bf8e5db6db73dc,generated_or_processed_artifact,Local artifact catalog entry; source URL may appear separately in source_url_registry_v1.csv.
LOCAL_0056,csv_output/Operaciones Gravadas ITBIS.manifest.json,Operaciones Gravadas ITBIS.manifest.json,.json,2846,e0edbe94f00a5e0bfe6eb6f6c879c563f0f1101f33843a3d5bfeffde3e197b98,generated_or_processed_artifact,Local artifact catalog entry; source URL may appear separately in source_url_registry_v1.csv.
LOCAL_0057,csv_output/one_ipc_subyacente_mensual_2000_2026__IPC Subyacente.csv,one_ipc_subyacente_mensual_2000_2026__IPC Subyacente.csv,.csv,18848,23d5d76b5d2f4ad2662c35256d19ead680d333a8de81fcf5e97fa68ea67995ef,generated_or_processed_artifact,Local artifact catalog entry; source URL may appear separately in source_url_registry_v1.csv.
LOCAL_0058,csv_output/Recaudación ITBIS__2017.csv,Recaudación ITBIS__2017.csv,.csv,32550,2af9fd330c0ca5697c0b78bf5b9ee533fbe3bd007a2f787b79710c08efc72d71,generated_or_processed_artifact,Local artifact catalog entry; source URL may appear separately in source_url_registry_v1.csv.
LOCAL_0059,csv_output/Operaciones Gravadas ITBIS__2022.csv,Operaciones Gravadas ITBIS__2022.csv,.csv,16214,6d6e4e67ef7a67155604d9992cd830826ca60c1eb45e774b0be24a1101214df6,generated_or_processed_artifact,Local artifact catalog entry; source URL may appear separately in source_url_registry_v1.csv.
LOCAL_0060,csv_output/Operaciones Gravadas ITBIS__2021.schema.json,Operaciones Gravadas ITBIS__2021.schema.json,.json,110616,62e19d3c7edbe6d051a259667f1af867d2e6d16eef41648d6f1a382c1255436d,generated_or_processed_artifact,Local artifact catalog entry; source URL may appear separately in source_url_registry_v1.csv.
LOCAL_0061,csv_output/Operaciones Totales ITBIS__2025.schema.json,Operaciones Totales ITBIS__2025.schema.json,.json,124005,14dcbeb8e8ec66836f27d8bdc12666283f435930c6b8d4a717af0efc7b496de4,generated_or_processed_artifact,Local artifact catalog entry; source URL may appear separately in source_url_registry_v1.csv.
LOCAL_0062,csv_output/Recaudación ITBIS__2020.schema.json,Recaudación ITBIS__2020.schema.json,.json,117584,4879e7aa22460cbc58c7e60c425e7c50831cd718e214d80f139966a344b468d0,generated_or_processed_artifact,Local artifact catalog entry; source URL may appear separately in source_url_registry_v1.csv.
LOCAL_0063,csv_output/Operaciones Gravadas ITBIS__2024.csv,Operaciones Gravadas ITBIS__2024.csv,.csv,15723,b2b4ae28e3fa86acdc4132e726891c28fc0c49ec3c985f03c06438dddac0e4c1,generated_or_processed_artifact,Local artifact catalog entry; source URL may appear separately in source_url_registry_v1.csv.
LOCAL_0064,csv_output/Recaudación ITBIS__Resumen anual 2015-2025.schema.json,Recaudación ITBIS__Resumen anual 2015-2025.schema.json,.json,100326,90dd779da0eec20ab3a54126e575547827d501cc5536d730a3ee64c10adf6376,generated_or_processed_artifact,Local artifact catalog entry; source URL may appear separately in source_url_registry_v1.csv.
LOCAL_0065,csv_output/one_ipc_por_region_2011_2026__IPC por Región.schema.json,one_ipc_por_region_2011_2026__IPC por Región.schema.json,.json,250197,8227e7c890e2ec5ba57ff9142466f91c362ae46c937dd67ad0e4d6d362373a71,generated_or_processed_artifact,Local artifact catalog entry; source URL may appear separately in source_url_registry_v1.csv.
LOCAL_0066,csv_output/Operaciones Gravadas ITBIS__2016.schema.json,Operaciones Gravadas ITBIS__2016.schema.json,.json,110767,81b333a4f4ef9623e4a7e4f56282835e9b7411e0f72055ee09dc3533ddd76334,generated_or_processed_artifact,Local artifact catalog entry; source URL may appear separately in source_url_registry_v1.csv.
LOCAL_0067,csv_output/Operaciones Gravadas ITBIS__2021.csv,Operaciones Gravadas ITBIS__2021.csv,.csv,15518,8873f24e0e47699e39daef74816c6ae8448a643c8d9b61eb3169fa702ea5ae5f,generated_or_processed_artifact,Local artifact catalog entry; source URL may appear separately in source_url_registry_v1.csv.
LOCAL_0068,csv_output/Recaudación ITBIS__2018.csv,Recaudación ITBIS__2018.csv,.csv,15569,bc4ae974880536c244c430ad3ae52596a75f00224217fbc08391bb8a86bebb9f,generated_or_processed_artifact,Local artifact catalog entry; source URL may appear separately in source_url_registry_v1.csv.
LOCAL_0069,csv_output/Operaciones Gravadas ITBIS__2025.schema.json,Operaciones Gravadas ITBIS__2025.schema.json,.json,110382,5f4a2bd38487ab64103865bb5e4efaa88c626f82ee156d824e28c29fec01d806,generated_or_processed_artifact,Local artifact catalog entry; source URL may appear separately in source_url_registry_v1.csv.
LOCAL_0070,csv_output/Recaudación ITBIS__2018.schema.json,Recaudación ITBIS__2018.schema.json,.json,109411,7beaa776472fc6686be5191bf4dd84edda1c3c2547a19819e011831c328f7727,generated_or_processed_artifact,Local artifact catalog entry; source URL may appear separately in source_url_registry_v1.csv.
LOCAL_0071,csv_output/Operaciones Totales ITBIS__2024.schema.json,Operaciones Totales ITBIS__2024.schema.json,.json,124254,5149f4a5f2da4de3eb926ef5aca2229f61a3cd9c15d2cfe00701a1af0a1e6a4e,generated_or_processed_artifact,Local artifact catalog entry; source URL may appear separately in source_url_registry_v1.csv.
LOCAL_0072,csv_output/one_ipc_subyacente_mensual_2000_2026__IPC Subyacente.schema.json,one_ipc_subyacente_mensual_2000_2026__IPC Subyacente.schema.json,.json,148099,b6604bb4a9dd7172a70987600dab8c1f3d7e0158d5e4af41ea9ba902e4b753df,generated_or_processed_artifact,Local artifact catalog entry; source URL may appear separately in source_url_registry_v1.csv.
LOCAL_0073,csv_output/Operaciones Totales ITBIS__2019.schema.json,Operaciones Totales ITBIS__2019.schema.json,.json,119152,0832ed7978111fa6ee56ab94d3bd6282ea65f08c837d51553b6b4883e4c83751,generated_or_processed_artifact,Local artifact catalog entry; source URL may appear separately in source_url_registry_v1.csv.
LOCAL_0074,csv_output/Operaciones Totales ITBIS__2015.schema.json,Operaciones Totales ITBIS__2015.schema.json,.json,118940,30984c584472a9274215fc9a1fa484a67ca833e77081c3398bba6d914900ca19,generated_or_processed_artifact,Local artifact catalog entry; source URL may appear separately in source_url_registry_v1.csv.
LOCAL_0075,csv_output/Operaciones Gravadas ITBIS__2019.schema.json,Operaciones Gravadas ITBIS__2019.schema.json,.json,109447,12ead362007a9583b556f867ec92d75d1979715c046daf66a75f60c1d1654982,generated_or_processed_artifact,Local artifact catalog entry; source URL may appear separately in source_url_registry_v1.csv.
LOCAL_0076,csv_output/Operaciones Totales ITBIS__2021.schema.json,Operaciones Totales ITBIS__2021.schema.json,.json,115664,97fbe25a3e999c7cdd31bfc0e186d4389717d28db6183d9bd1d992a4dae48808,generated_or_processed_artifact,Local artifact catalog entry; source URL may appear separately in source_url_registry_v1.csv.
LOCAL_0077,csv_output/Operaciones Gravadas ITBIS__2020.schema.json,Operaciones Gravadas ITBIS__2020.schema.json,.json,110040,feb43f2cf0a8f6470e09f352cd16811b5c76878d2113610d768a2f29e6368b0a,generated_or_processed_artifact,Local artifact catalog entry; source URL may appear separately in source_url_registry_v1.csv.
LOCAL_0078,csv_output/one_ipc_por_grupo_bienes_servicios_2011_2026__IPC GByS.schema.json,one_ipc_por_grupo_bienes_servicios_2011_2026__IPC GByS.schema.json,.json,752976,14987e3644eb5091be21de4c69d376fc5ed0faa45ae8304759d187c05f31a3ee,generated_or_processed_artifact,Local artifact catalog entry; source URL may appear separately in source_url_registry_v1.csv.
LOCAL_0079,csv_output/Operaciones Gravadas ITBIS__2023.csv,Operaciones Gravadas ITBIS__2023.csv,.csv,15447,0e3b3f7023436622cd3e08d7538cef6a7869fbcc0bc52a9f489a0f1b1926fc33,generated_or_processed_artifact,Local artifact catalog entry; source URL may appear separately in source_url_registry_v1.csv.
LOCAL_0080,csv_output/Operaciones Totales ITBIS__2017.csv,Operaciones Totales ITBIS__2017.csv,.csv,16190,fd8d1fa6dd09c3e43c444f375b43c6de4d3878353a514ed6214ba5787bb7af40,generated_or_processed_artifact,Local artifact catalog entry; source URL may appear separately in source_url_registry_v1.csv.
LOCAL_0081,csv_output/Operaciones Totales ITBIS__Resumen 2015-2025.schema.json,Operaciones Totales ITBIS__Resumen 2015-2025.schema.json,.json,102129,eccff0e5e306e33e44c96b4837215e952a93ddc96e670fa6315ee82e4b3fd8e9,generated_or_processed_artifact,Local artifact catalog entry; source URL may appear separately in source_url_registry_v1.csv.
LOCAL_0082,csv_output/Operaciones Totales ITBIS__2023.csv,Operaciones Totales ITBIS__2023.csv,.csv,15592,990a65dcd0bf46ace8a37048b260a4598c909b6604f274dbd107d29b3741fb03,generated_or_processed_artifact,Local artifact catalog entry; source URL may appear separately in source_url_registry_v1.csv.
LOCAL_0083,csv_output/Recaudación ITBIS__2016.csv,Recaudación ITBIS__2016.csv,.csv,34420,5d6d2acca726ad1c928817fe9598ce16e786b4bf03a569517c9a8e8e58e5a2fe,generated_or_processed_artifact,Local artifact catalog entry; source URL may appear separately in source_url_registry_v1.csv.
LOCAL_0084,csv_output/Operaciones Totales ITBIS__2022.schema.json,Operaciones Totales ITBIS__2022.schema.json,.json,116356,e317aee0f064e6f1425c4f2623675bb0a8be83ef493b51d0babcf2fb5a3645d4,generated_or_processed_artifact,Local artifact catalog entry; source URL may appear separately in source_url_registry_v1.csv.
LOCAL_0085,csv_output/Recaudación ITBIS__2024.csv,Recaudación ITBIS__2024.csv,.csv,20192,a16e58da40b669c37b0c7340bf885992237aa2ddea8bd12efd80a7bf921a3ec2,generated_or_processed_artifact,Local artifact catalog entry; source URL may appear separately in source_url_registry_v1.csv.
LOCAL_0086,csv_output/Operaciones Gravadas ITBIS__2017.csv,Operaciones Gravadas ITBIS__2017.csv,.csv,15853,3d2b8afe50c3a1ebeb0b8fbe0292ce7cbb38e8c9f6d671f15003dec08a879018,generated_or_processed_artifact,Local artifact catalog entry; source URL may appear separately in source_url_registry_v1.csv.
LOCAL_0087,csv_output/Operaciones Totales ITBIS__2018.schema.json,Operaciones Totales ITBIS__2018.schema.json,.json,121148,471fac5201b2a0dec98475e4b9cac073179e9a0600220e54e9bd3291f16b22c7,generated_or_processed_artifact,Local artifact catalog entry; source URL may appear separately in source_url_registry_v1.csv.
LOCAL_0088,csv_output/Operaciones Gravadas ITBIS__2020.csv,Operaciones Gravadas ITBIS__2020.csv,.csv,15599,6ac144f6609a8ffdf70c0438ec3fefeb72ed60e65c2133a75bf82d2ed6b316bc,generated_or_processed_artifact,Local artifact catalog entry; source URL may appear separately in source_url_registry_v1.csv.
LOCAL_0089,csv_output/Operaciones Gravadas ITBIS__2015.csv,Operaciones Gravadas ITBIS__2015.csv,.csv,15366,8d83309a896f63dd7f391a55abb4b445fe8b60abd81070c753c149fb5d60b827,generated_or_processed_artifact,Local artifact catalog entry; source URL may appear separately in source_url_registry_v1.csv.
